Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,90,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.label);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,90,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.label);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,89,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this.okButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,89,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.okButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,89,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.okButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,89,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.okButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,88,12,T:System.Windows.Forms.Button,,,,,this.Controls.Add(this.cancelButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,88,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.cancelButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,88,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.cancelButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,88,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.cancelButton);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,87,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(455, 120);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,86,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,86,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,86,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,86,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,86,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,85,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(6F, 13F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,81,12,T:System.Windows.Forms.Button,,,,,this.cancelButton.Click += new System.EventHandler(this.CloseWithCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,81,12,E:System.Windows.Forms.Control.Click,,,,,this.cancelButton.Click += new System.EventHandler(this.CloseWithCancel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,80,12,T:System.Windows.Forms.Button,,,,,this.cancelButton.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,80,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.cancelButton.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,79,12,T:System.Windows.Forms.Button,,,,,"this.cancelButton.Text = ""Cancel"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,79,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.cancelButton.Text = ""Cancel"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,78,12,T:System.Windows.Forms.Button,,,,,this.cancelButton.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,78,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.cancelButton.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,77,12,T:System.Windows.Forms.Button,,,,,"this.cancelButton.Size = new System.Drawing.Size(75, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,77,12,P:System.Windows.Forms.Control.Size,,,,,"this.cancelButton.Size = new System.Drawing.Size(75, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,76,12,T:System.Windows.Forms.Button,,,,,"this.cancelButton.Name = ""cancelButton"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,76,12,P:System.Windows.Forms.Control.Name,,,,,"this.cancelButton.Name = ""cancelButton"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,75,12,T:System.Windows.Forms.Button,,,,,"this.cancelButton.Location = new System.Drawing.Point(237, 85);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,75,12,P:System.Windows.Forms.Control.Location,,,,,"this.cancelButton.Location = new System.Drawing.Point(237, 85);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,T:System.Windows.Forms.AnchorStyles,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,T:System.Windows.Forms.AnchorStyles,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,F:System.Windows.Forms.AnchorStyles.Bottom,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,T:System.Windows.Forms.Button,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,T:System.Windows.Forms.AnchorStyles,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,74,12,P:System.Windows.Forms.Control.Anchor,,,,,this.cancelButton.Anchor = System.Windows.Forms.AnchorStyles.Bottom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,70,12,T:System.Windows.Forms.Button,,,,,this.okButton.Click += new System.EventHandler(this.CloseWithOk);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,70,12,E:System.Windows.Forms.Control.Click,,,,,this.okButton.Click += new System.EventHandler(this.CloseWithOk);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,69,12,T:System.Windows.Forms.Button,,,,,this.okButton.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,69,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.okButton.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,68,12,T:System.Windows.Forms.Button,,,,,"this.okButton.Text = ""OK"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,68,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.okButton.Text = ""OK"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CommonDialogs\CommonDialogs.csproj,File,CommonDialogs\DirectoryDialog.Designer.cs,67,12,T:System.Windows.Forms.Button,,,,,this.okButton.TabIndex = 3;
